"","ID","EID.x","BIRTH","sex","BREED","Breed2","TRVHR","time","BRTHW","SERUM","SORCE","TRL2.x","LOADT","Date_PNEU1","Remark_PNEU1","Date_PNEU2","Remark_PNEU2","Date_PNEU3","Remark_PNEU3","Date_SCOURS1","Remark_SCOURS1","Date_SCOURS2","Remark_SCOURS2","Date_BLOAT1","Remark_BLOAT1","Date_BLOAT2","Remark_BLOAT2","Date_NAVEL1","Remark_NAVEL1","Date_NAVEL2","Remark_NAVEL2","Date_NAVEL3","Remark_NAVEL3","Date_DIED1","Remark_DIED1","TRL2","LOADT_date","ARR","diaload","diaARR","dfaP1","dbtwP12","dbtwP23","dfaP2","dfaP3","dfaD1","dfaD2","dbtwD12","dfaB1","dfaB2","dfaN1","dfaN2","dfaN3","dfaDIED","LOAD","n","sbTRT","SD","Sex","DB","DBxS","Behav?","TRVhr","...10","transitT","PN1a","PN2","PN3","DIA1","DIA2","B1","B2","N1","DIED","PN2a","Date_PN1a","Date_PN2a"
"9228",1435667,"USA003306578582",2025-07-25,"F","B","B",20,20.4,100,0,"CLD",4.5,2025-07-30,2025-09-03,"RES6X100",2025-09-09,"EXCE-1.5CC",2025-10-09,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,34,6,30,40,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,1,1,1,0,0,0,0,0,0,1,2025-09-03,2025-10-09
"9229",1435670,"USA003306578584",2025-07-25,"F","B","B",20,20.4,100,0,"CLD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,2025-08-07,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,1,0,0,0,0,0,0,NA,NA
"9230",1435672,"USA003306578572",2025-07-25,"M","B","B",21,21.7,97,0,"CLD",3.5,2025-07-30,2025-10-16,"RES6X100",2025-10-21,"EXCE-1.5CC",2025-11-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,77,5,22,82,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,1,0,0,0,0,0,0,1,2025-10-16,2025-11-12
"9231",1435673,"USA003306595507",2025-07-25,"M","B","B",21,21.6,80,0,"CLD",3.5,2025-07-30,2025-10-01,"RES6X100",2025-10-06,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,62,5,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,0,0,0,0,0,0,0,0,2025-10-01,NA
"9232",1435674,"USA003313529506",2025-07-25,"M","B","B",21,21.7,81,0,"CLD",3.5,2025-07-30,2025-11-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,0,0,0,0,0,0,0,0,0,2025-11-05,NA
"9233",1435678,"USA003313529493",2025-07-25,"F","B","B",20,20.4,86,0,"CLD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"9234",1435679,"USA003313529499",2025-07-25,"F","B","B",20,20.4,90,0,"CLD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"9235",1435680,"USA003306578576",2025-07-25,"M","B","B",21,21.7,95,0,"CLD",3.5,2025-07-30,2025-11-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,0,0,0,0,0,0,0,0,0,2025-11-05,NA
"9236",1435681,"USA003313529503",2025-07-25,"M","B","B",21,21.6,99,0,"CLD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,0,0,0,0,0,0,0,0,0,0,NA,NA
"9237",1435682,"USA003306578561",2025-07-25,"M","B","B",21,21.6,94,0,"CLD",3.5,2025-07-30,2025-08-28,"RES6X100",2025-09-02,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,28,5,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,0,0,0,0,0,0,0,0,2025-08-28,NA
"9238",1435683,"USA003306595505",2025-07-25,"M","B","B",21,21.6,102,0,"CLD",3.5,2025-07-30,2025-11-06,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,0,0,0,0,0,0,0,0,0,2025-11-06,NA
"9239",1435684,"USA003306578563",2025-07-25,"F","B","B",20,20.5,93,0,"CLD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.5,0,0,0,0,0,0,0,0,0,0,NA,NA
"9240",1435685,"USA003306595516",2025-07-25,"M","B","B",21,21.7,122,0,"CLD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,0,0,0,0,0,0,0,0,0,0,NA,NA
"9241",1435686,"USA003306595501",2025-07-25,"M","B","B",21,21.6,77,0,"CLD",3.5,2025-07-30,2025-10-31,"RES6X100",2025-11-05,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,92,5,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,0,0,0,0,0,0,0,0,2025-10-31,NA
"9242",1435687,"USA003313529501",2025-07-25,"F","B","B",20,20.4,88,0,"CLD",4.5,2025-07-30,2025-11-13,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,1,0,0,0,0,0,0,0,0,0,2025-11-13,NA
"9243",1435688,"USA003306595509",2025-07-25,"M","B","B",21,21.7,80,0,"CLD",3.5,2025-07-30,2025-10-25,"RES6X100",2025-11-03,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,86,9,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,0,0,0,0,0,0,0,1,2025-10-25,2025-11-03
"9244",1435689,"USA003313529509",2025-07-25,"F","B","B",20,20.4,77,0,"CLD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,2025-08-06,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,1,0,0,0,0,0,0,NA,NA
"9245",1435690,"USA003313529505",2025-07-25,"M","B","B",21,21.7,85,0,"CLD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,0,0,0,0,0,0,0,0,0,0,NA,NA
"9246",1435691,"USA003313529500",2025-07-25,"M","B","B",21,21.7,95,0,"CLD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,0,0,0,0,0,0,0,0,0,0,NA,NA
"9247",1435692,"USA003306578566",2025-07-25,"F","B","B",20,20.5,97,0,"CLD",4.5,2025-07-30,2025-08-30,"RES6X100",2025-09-04,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,30,5,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.5,1,1,0,0,0,0,0,0,0,0,2025-08-30,NA
"9248",1435693,"USA003313529489",2025-07-25,"M","B","B",21,21.6,111,0,"CLD",3.5,2025-07-30,2025-09-24,"RES6X100",2025-09-29,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,55,5,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,0,0,0,0,0,0,0,0,2025-09-24,NA
"9249",1435694,"USA003306595506",2025-07-25,"F","B","B",20,20.4,75,0,"CLD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"9250",1435695,"USA003313529507",2025-07-25,"F","B","B",20,20.4,76,0,"CLD",4.5,2025-07-30,2025-10-29,"RES6X100",NA,NA,NA,NA,2025-08-05,"ENRO+ELECT",2025-08-06,"ELEC+ADD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,90,NA,NA,NA,NA,5,6,1,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,1,0,0,1,1,0,0,0,0,0,2025-10-29,NA
"9251",1435696,"USA003306578569",2025-07-25,"M","B","B",21,21.7,88,0,"CLD",3.5,2025-07-30,2025-10-17,"RES6X100",2025-10-22,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,78,5,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,0,0,0,0,0,0,0,0,2025-10-17,NA
"9252",1437005,"USA003313545821",2025-07-25,"M","B","B",21,21.7,97,0,"WAD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26,"EXCENEL IM",2025-07-28,"EXCENEL IM",NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-3,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,0,0,0,0,0,0,0,0,0,0,NA,NA
"9253",1437006,"USA003295911305",2025-07-25,"M","B","B",21,21.6,81,0,"WAD",3.5,2025-07-30,2025-08-30,"RES6X100",2025-09-04,"EXCE-1.5CC",2025-11-13,"RES6X100",NA,NA,NA,NA,2025-08-30,"MIN OIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,30,5,70,35,105,NA,NA,NA,30,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,1,0,0,1,0,0,0,1,2025-08-30,2025-11-13
"9254",1437007,"USA003313545898",2025-07-25,"M","B","B",21,21.6,72,0,"WAD",3.5,2025-07-30,2025-09-28,"RES6X100",2025-10-03,"EXCE-1.5CC",2025-10-08,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,59,5,5,64,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,1,0,0,0,0,0,0,0,2025-09-28,NA
"9255",1451726,"USA003313530464",2025-07-25,"F","B","B",20,20.5,101,0,"D45",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.5,0,0,0,0,0,0,0,0,0,0,NA,NA
"9256",1453366,"USA003311847241",2025-07-25,"M","B","B",21,21.5,79,0,"WRD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.5,0,0,0,0,0,0,0,0,0,0,NA,NA
"9257",1453372,"USA003306610443",2025-07-25,"M","B","B",21,21.5,106,0,"WRD",3.5,2025-07-30,2025-09-25,"EXCE-1.5CC",2025-09-25,"RES6X100",2025-09-30,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,56,0,5,56,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.5,1,1,1,0,0,0,0,0,0,0,2025-09-25,NA
"9258",1459237,"USA003313535994",2025-07-25,"M","B","B",21,21.6,96,0,"GAD",3.5,2025-07-30,2025-10-02,"RES6X100",2025-10-07,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,63,5,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,0,0,0,0,0,0,0,0,2025-10-02,NA
"9259",1459239,"USA003313535889",2025-07-25,"M","B","B",21,21.7,79,0,"GAD",3.5,2025-07-30,2025-10-03,"RES6X100",2025-10-08,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,64,5,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,0,0,0,0,0,0,0,0,2025-10-03,NA
"9260",1459240,"USA003285401300",2025-07-25,"M","B","B",21,21.6,103,0,"GAD",3.5,2025-07-30,2025-11-03,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,0,0,0,0,0,0,0,0,0,2025-11-03,NA
"9261",1459242,"USA003285401302",2025-07-25,"M","B","B",21,21.5,108,0,"GAD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.5,0,0,0,0,0,0,0,0,0,0,NA,NA
"9262",1459243,"USA003313535615",2025-07-25,"M","B","B",21,21.6,115,0,"GAD",3.5,2025-07-30,2025-08-18,"RES6X100",2025-08-23,"EXCE-1.5CC",2025-10-27,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,18,5,65,23,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,1,0,0,0,0,0,0,1,2025-08-18,2025-10-27
"9263",1459244,"USA003313536005",2025-07-25,"M","B","B",21,21.7,97,0,"GAD",3.5,2025-07-30,2025-09-02,"RES6X100",2025-09-07,"EXCE-1.5CC",2025-11-11,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,33,5,65,38,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,1,0,0,0,0,0,0,1,2025-09-02,2025-11-11
"9264",1459245,"USA003313535991",2025-07-25,"M","B","B",21,21.7,79,0,"GAD",3.5,2025-07-30,2025-11-12,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,0,0,0,0,0,0,0,0,0,2025-11-12,NA
"9265",1459246,"USA003313535622",2025-07-25,"M","B","B",21,21.5,90,0,"GAD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.5,0,0,0,0,0,0,0,0,0,0,NA,NA
"9266",1459247,"USA003285401303",2025-07-25,"M","B","B",21,21.6,93,0,"GAD",3.5,2025-07-30,2025-08-15,"RES6X100",2025-08-20,"EXCE-1.5CC",2025-10-31,"RES6X100",2025-08-04,"ENRO+ELECT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,15,5,72,20,92,4,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,1,1,1,1,0,0,0,0,0,1,2025-08-15,2025-10-31
"9267",1459248,"USA003313535420",2025-07-25,"F","B","B",20,20.4,81,0,"GAD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"9268",1459249,"USA003313535892",2025-07-25,"M","B","B",21,21.7,79,0,"GAD",3.5,2025-07-30,2025-10-02,"RES6X100",2025-10-07,"EXCE-1.5CC",2025-10-27,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,63,5,20,68,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,1,0,0,0,0,0,0,1,2025-10-02,2025-10-27
"9269",1459251,"USA003313535986",2025-07-25,"M","B","B",21,21.6,89,0,"GAD",3.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.6,0,0,0,0,0,0,0,0,0,0,NA,NA
"9270",1459252,"USA003313536003",2025-07-25,"M","B","B",21,21.7,95,0,"GAD",3.5,2025-07-30,2025-09-16,"RES6X100",2025-09-21,"EXCE-1.5CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,47,5,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,0,0,0,0,0,0,0,0,2025-09-16,NA
"9271",1459253,"USA003313535886",2025-07-25,"F","B","B",20,20.4,75,0,"GAD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"9272",1459256,"USA003313535895",2025-07-25,"M","B","B",21,21.7,81,0,"GAD",3.5,2025-07-30,2025-08-19,"RES6X100",2025-08-24,"EXCE-1.5CC",2025-10-30,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,19,5,67,24,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.7,1,1,1,0,0,0,0,0,0,1,2025-08-19,2025-10-30
"9273",1459258,"USA003313535627",2025-07-25,"F","B","B",20,20.4,70,0,"GAD",4.5,2025-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",2025-07-30,2025-07-31,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_4.5_B",185,"BF4.5",4.5,"F","B","BF",0,19.7,NA,20.4,0,0,0,0,0,0,0,0,0,0,NA,NA
"9274",1459260,"USA003313535759",2025-07-25,"M","B","B",21,21.5,77,0,"GAD",3.5,2025-07-30,2025-08-15,"RES6X100",2025-08-20,"EXCE-1.5CC",2025-11-05,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,15,5,77,20,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.5,1,1,1,0,0,0,0,0,0,1,2025-08-15,2025-11-05
"9275",1459262,"USA003313535421",2025-07-25,"M","B","B",21,21.5,78,0,"GAD",3.5,2025-07-30,2025-11-03,"RES6X100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",2025-07-30,2025-07-31,5,6,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-07-30_3.5_B",242,"BM3.5",3.5,"M","B","BM",0,20.7,NA,21.5,1,0,0,0,0,0,0,0,0,0,2025-11-03,NA
